Gridcode,LON,LAT,bio4,bio10,bio11,bio15,bio16,bio17,forest,grassland,farmland,urban,barren,sand,BD,PH,OC
100140191,120.8637939,51.79773488,1603.88,14.93,-24.43,109.96,309.94,11.08,0.9025,0.04,0.0025,0,0.055,1.76,805.114,5.815,128.768
100140192,121.1447301,51.77734709,1617.68,14.83,-24.86,108.99,315.57,11.67,0.8725,0.085,0,0,0.0425,1.742,785.147,5.835,119.067
100140193,121.4254809,51.75645675,1578.01,14.11,-24.62,108.12,330.33,12.01,0.8625,0.13,0,0,0.0075,1.702,737.7,5.522,124.826
100140194,121.7060541,51.73503313,1591.44,13.94,-25.12,107.72,336.36,13.71,0.8475,0.145,0.0025,0,0.005,1.891,750.699,5.561,126.381
100140195,121.9864466,51.71309466,1624.47,14.17,-25.72,107.57,336.07,13.2,0.81,0.155,0.0275,0.005,0.0025,1.823,767.358,5.563,123.916
100140196,122.2666404,51.6906499,1606.99,13.62,-25.89,107.75,349.26,13.09,0.7525,0.215,0,0,0.0325,1.914,763.075,5.318,132.476
100140197,122.546638,51.66769275,1576.23,13.17,-25.59,107.9,360.07,13.67,0.56,0.3375,0,0,0.1025,1.95,755.789,5.24,144.927
100140198,122.8264332,51.64424468,1549.99,13.49,-24.57,107.4,361.09,13.72,0.7375,0.205,0.0025,0,0.055,1.757,759.05,5.368,149.563
100140199,123.1060274,51.62024431,1546.14,14.12,-23.78,107.02,354.69,12.62,0.9225,0.0625,0.0025,0,0.0125,1.653,754.937,5.555,147.235
100140200,123.3854108,51.59575461,1569.72,14.51,-23.97,105.82,350.3,13.69,0.8125,0.15,0,0,0.0375,1.691,759.824,5.579,133.693
100140201,123.6645811,51.57075567,1548.99,14.1,-23.93,106.33,359.43,14.01,0.7575,0.1925,0,0,0.05,1.675,697.726,5.267,150.617
100140202,123.943534,51.54524831,1527.68,14.57,-22.88,105.07,354.02,14.7,0.87,0.12,0,0,0.01,1.649,715.197,5.439,139.419
100140203,124.2222656,51.51923337,1550.66,15.22,-22.78,104.32,347.05,14.88,0.8725,0.085,0.0125,0.005,0.025,1.695,746.993,5.601,131.802
100140204,124.5007715,51.49271171,1536.41,15.23,-22.4,103.81,346.94,14.66,0.9275,0.05,0.0025,0,0.02,1.684,714.584,5.5,136.247
100140205,124.7790447,51.4657008,1557.33,15.62,-22.53,103.51,344.37,15.54,0.8525,0.05,0,0,0.0975,1.724,749.63,5.669,126.083
100140206,125.0570851,51.43816809,1552.56,16.12,-21.91,102.98,338.77,15.81,0.6725,0.0475,0,0,0.28,1.745,838.325,5.926,112.386
100140207,125.334895,51.41011515,1584.8,16.62,-22.24,102.61,329.09,15.49,0.4725,0.05,0.0975,0,0.38,1.813,878.791,5.857,112.805
100140208,125.6124567,51.38158221,1606.32,16.88,-22.54,102.26,326.05,15.42,0.445,0.075,0.0975,0,0.3825,1.875,875.203,5.846,112.429
100140209,125.8897749,51.35253347,1606.88,16.99,-22.4,101.79,326.41,16.17,0.2725,0.0325,0.2625,0,0.4325,1.796,873.013,5.858,104.811
100140210,126.166842,51.3229902,1610.82,17.27,-22.19,101.16,324.55,15.75,0.3225,0.0725,0.14,0,0.465,1.766,869.479,5.878,91.449
100140211,126.4436553,51.29294659,1627.09,17.6,-22.22,100.96,322.58,15.78,0.2425,0.1175,0.09,0,0.55,1.81,886.379,5.996,82.627
100140212,126.7078976,51.2584959,1649.11,18.05,-22.35,100.42,318.85,16.13,0.2981,0.0752,0.1671,0,0.4596,1.635,915.285,6.061,76.385
100150189,120.2862352,51.64259148,1602.61,14.97,-24.46,110.79,307.73,10.81,0.8605,0.0959,0,0,0.0436,1.781,786.364,5.828,120.809
100150190,120.5526802,51.6344068,1554.38,14.3,-23.88,109.58,318.28,11.85,0.8625,0.125,0,0,0.0125,1.778,749.928,5.746,121.405
100150191,120.8330067,51.61461451,1578.18,14.89,-23.87,110.73,312.77,10.93,0.8975,0.0425,0.005,0,0.055,1.818,798.047,5.836,127.426
100150192,121.1131599,51.59430818,1603.62,14.89,-24.49,110.18,316.59,11.21,0.8325,0.0725,0.01,0,0.085,1.872,799.612,5.83,115.862
100150193,121.3931403,51.57351412,1554.45,13.88,-24.26,109.28,335.66,12.08,0.8725,0.1,0.01,0,0.0175,1.767,735.255,5.526,132.311
100150194,121.6729291,51.55215615,1611.14,14.22,-25.33,109.02,332.55,12.58,0.855,0.1175,0.02,0,0.0075,1.949,782.739,5.732,121.182
100150195,121.9525367,51.53031186,1579.85,13.92,-24.83,108.54,342.15,12.51,0.915,0.075,0,0,0.01,1.745,753.684,5.494,127.394
100150196,122.2319538,51.50795634,1600.32,13.84,-25.47,107.97,348.29,13.72,0.77,0.175,0.0025,0,0.0525,1.894,790.106,5.534,124.706
100150197,122.5111763,51.48509034,1555.39,13.49,-24.69,108.42,358.22,13.8,0.69,0.24,0,0,0.07,1.811,741.286,5.389,142.747
100150198,122.7902068,51.46173721,1563.53,13.79,-24.56,107.94,357.82,13.85,0.7275,0.2425,0.0075,0,0.0225,1.747,778.146,5.528,138.623
100150199,123.0690213,51.437838,1530.84,13.79,-23.77,108.02,362.79,12.54,0.76,0.175,0.0025,0,0.0625,1.712,722.488,5.366,150.93
100150200,123.347634,51.41343706,1545.78,14.13,-23.8,107.5,360.68,13.44,0.64,0.2975,0.005,0,0.0575,1.808,729.269,5.463,134.826
100150201,123.6260358,51.38855251,1516.33,14.01,-23.17,106.72,363.63,14.5,0.7775,0.2025,0,0,0.02,1.712,713.387,5.368,145.833
100150202,123.9042126,51.36313123,1504.55,14.7,-22.16,106.58,354.14,14.06,0.92,0.05,0,0,0.03,1.882,735.936,5.605,138.666
100150203,124.1821803,51.33721846,1518.42,15.13,-22.07,105.63,348.8,13.98,0.885,0.055,0,0,0.06,1.876,737.325,5.634,137.167
100150204,124.4599234,51.31080019,1498.86,15.1,-21.6,105.51,352.04,13.53,0.835,0.03,0.04,0,0.095,1.784,724.117,5.603,142.627
100150205,124.7374471,51.28389571,1543.69,15.95,-21.85,104.44,343.38,15.18,0.525,0.14,0.055,0,0.28,1.868,841.648,5.896,117.904
100150206,125.0147323,51.25645411,1557.64,16.41,-21.73,103.86,336.19,15.13,0.5425,0.0775,0.0375,0,0.3425,1.89,841.665,5.884,116.022
100150207,125.2917802,51.22852725,1598.79,16.79,-22.43,103.75,328.83,15.05,0.3325,0.0925,0.12,0,0.455,1.841,886.694,5.871,111.885
100150208,125.5685887,51.20009986,1596.62,16.94,-22.22,103.11,328.3,14.97,0.35,0.04,0.0725,0,0.5375,1.952,877.657,5.853,107.448
100150209,125.845147,51.17117137,1613.04,17.11,-22.45,102.64,326.52,15.39,0.395,0.04,0.155,0,0.41,1.733,859.813,5.869,108.054
100150210,126.1214689,51.14175124,1633.91,17.2,-22.85,101.93,327.09,15.89,0.205,0.07,0.22,0,0.505,1.65,888.941,5.927,103.013
100150211,126.3975334,51.11181521,1624.67,17.4,-22.38,101.62,328.13,15.73,0.2325,0.2125,0.25,0,0.305,1.69,872.938,5.932,81.031
100150212,126.6733424,51.08139071,1628.39,17.86,-22,100.58,325.12,16.37,0.16,0.395,0.16,0,0.285,1.732,893.5,5.942,76.032
100150213,126.889616,51.03465997,1653.68,18.17,-22.33,99.99,323.15,16.35,0.1502,0.2911,0.385,0,0.169,1.573,922.295,6.034,81.359
100160189,120.2431324,51.47061638,1636.65,15.29,-24.96,110.04,306.37,12.55,0.4975,0.175,0.0725,0,0.255,1.779,850.065,5.969,105.403
100160190,120.5228464,51.45141539,1588.27,14.61,-24.46,110.34,317.01,12.25,0.8275,0.0575,0.0025,0,0.1125,1.824,797.397,5.818,115.16
100160191,120.8023928,51.43170166,1535.49,14.14,-23.57,110.95,326.65,11.32,0.8375,0.14,0.0025,0,0.02,1.762,728.838,5.688,131.727
100160192,121.0817652,51.4114892,1555.71,14.36,-23.84,110.69,327.02,11.47,0.8725,0.095,0.015,0,0.0175,1.892,751.441,5.73,125.104
100160193,121.3609695,51.39075166,1555.33,13.73,-24.47,109.89,337.89,12.38,0.7275,0.2225,0.0325,0,0.0175,1.812,757.828,5.562,131.8
100160194,121.6399837,51.36949064,1602.12,13.97,-25.38,110.22,341.31,12.31,0.785,0.165,0.04,0,0.01,1.911,772.727,5.689,125.077
100160195,121.9188172,51.34773264,1560.7,13.5,-24.83,109.37,352.06,12.72,0.7225,0.255,0.0025,0,0.02,1.818,758.606,5.408,128.975
100160196,122.1974618,51.32546532,1545.14,13.54,-24.39,109.19,355.13,12.61,0.7875,0.1775,0,0,0.035,1.783,735.029,5.344,133.699
100160197,122.4759134,51.30268941,1556.28,13.54,-24.67,109.36,358.84,13.2,0.7525,0.205,0.005,0,0.0375,1.803,738.34,5.362,141.316
100160198,122.7541717,51.27943052,1542.71,14.12,-23.67,109.37,353.69,12.84,0.7425,0.14,0.0075,0,0.11,1.819,764.419,5.672,131.614
100160199,123.0322153,51.25562349,1515.03,13.99,-23.13,108.82,360.75,12.45,0.58,0.255,0.0375,0,0.1275,1.803,721.678,5.586,144.895
100160200,123.3100618,51.23131828,1505.05,14.18,-22.7,108.86,362.71,12.92,0.7625,0.16,0,0,0.0775,1.803,724.088,5.517,142.508
100160201,123.5877056,51.20653108,1481.2,14.51,-21.76,108.61,359.49,12.6,0.79,0.1475,0,0,0.0625,1.833,729.425,5.611,146.6
100160202,123.865131,51.18120766,1502.56,15.33,-21.49,107.96,347.53,12.45,0.7775,0.0825,0.01,0,0.13,1.861,779.96,5.783,135.02
100160203,124.1423375,51.15539639,1536.03,15.8,-21.85,106.7,341.94,13.1,0.515,0.0775,0.085,0,0.3225,1.907,814.797,5.802,119.744
100160204,124.4193223,51.12908205,1509.7,15.57,-21.4,106.34,347.45,13.51,0.6825,0.065,0.005,0,0.2475,1.904,766.856,5.744,134.619
100160205,124.6960811,51.10226548,1532.16,16.08,-21.44,105.46,342.23,14.13,0.415,0.1175,0.0075,0,0.46,1.957,802.17,5.798,117.845
100160206,124.9726101,51.07494756,1559.02,16.47,-21.7,104.78,336.74,14.93,0.3225,0.055,0.0725,0,0.55,1.929,865.166,5.867,107.778
100160207,125.2489051,51.04712913,1564.98,16.68,-21.67,104.17,333.92,14.87,0.425,0.115,0.0725,0,0.3875,1.795,867.154,5.811,109.603
100160208,125.5249623,51.0188111,1569.35,16.8,-21.65,103.5,332.11,15.23,0.35,0.2,0.0925,0,0.3575,1.823,878.271,5.857,107.365
100160209,125.8007777,50.98999436,1594.01,17.02,-22.05,103.4,330.17,15.18,0.32,0.09,0.1325,0,0.4575,1.773,883.355,5.844,104.14
100160210,126.0763487,50.96070226,1638.56,17.27,-22.88,102.8,329.02,15.46,0.2675,0.1225,0.2725,0,0.3375,1.668,875.397,5.934,110.548
100160211,126.3516629,50.93088413,1603.95,17.11,-22.14,102,334.94,15.35,0.2,0.5225,0.135,0,0.1425,1.709,822.678,5.861,99.091
100160212,126.6267212,50.90056187,1597.79,17.35,-21.73,101.33,334.46,16.23,0.13,0.55,0.155,0,0.165,1.697,830.055,5.915,96.455
100160213,126.9015427,50.86977111,1600.76,17.6,-21.6,100.22,332.89,17.11,0.185,0.375,0.325,0,0.115,1.652,859.159,5.848,104.61
100160214,127.1226755,50.82075719,1613.09,18.07,-21.47,98.88,329.96,17.95,0.115,0.3982,0.3761,0,0.1106,1.618,887.41,5.949,94.69
100170188,119.9623946,51.29499381,1703.24,16.22,-25.55,111.89,298.92,11.96,0.1633,0.1531,0.4014,0,0.2551,1.797,913.526,6.312,86.272
100170189,120.2142435,51.28775331,1588.38,15.01,-24.06,110.85,311.69,12.22,0.505,0.105,0.0525,0,0.3375,1.811,826.071,5.903,111.239
100170190,120.4931802,51.26862804,1569.35,14.54,-24.09,111.46,319.32,11.62,0.765,0.1225,0.0075,0,0.105,1.923,784.243,5.822,115.251
100170191,120.7719507,51.24899196,1571.02,14.35,-24.32,111.5,324.98,11.53,0.8225,0.115,0.0125,0.0325,0.0175,2.013,798.471,5.795,117.058
100170192,121.0505595,51.22887417,1535.83,13.55,-24.2,111.07,338.47,12.13,0.7275,0.225,0.005,0,0.0425,1.824,740.952,5.541,130.089
100170193,121.3289763,51.20818997,1553.77,13.68,-24.52,110.97,340.26,12.11,0.6725,0.255,0.045,0,0.0275,1.904,780.085,5.644,127.297
100170194,121.6072229,51.1870254,1556.55,13.47,-24.78,111.4,352.63,11.87,0.8425,0.1425,0,0,0.015,1.894,743.333,5.618,137.186
100170195,121.8852865,51.16535269,1581.99,13.56,-25.31,111.08,356.27,12.1,0.645,0.255,0.005,0,0.095,2.041,767.046,5.594,137.022
100170196,122.1631628,51.14317254,1528.09,13.21,-24.31,110.72,363.2,12.19,0.67,0.2675,0.0025,0,0.06,1.849,721.449,5.407,149.658
100170197,122.4408444,51.12049332,1568.46,13.73,-24.79,109.81,356.47,12.92,0.725,0.155,0.0375,0,0.0825,1.939,769.296,5.62,135.536
100170198,122.7183358,51.09730768,1521.93,14.13,-23.17,110.56,355.31,12.17,0.57,0.3325,0.0075,0,0.09,1.848,733.863,5.672,139.473
100170199,122.9956268,51.07359481,1555.06,14.84,-23.28,110.04,346.84,12.33,0.395,0.4875,0.0225,0,0.095,1.863,797.342,5.817,121.525
100170200,123.2727127,51.04939228,1490.49,14.59,-21.92,109.67,359.03,12.26,0.7,0.1825,0,0,0.1175,1.767,720.318,5.631,144.092
100170201,123.5495908,51.02468608,1503.09,15.21,-21.63,109.56,351.17,12.04,0.55,0.335,0.0025,0,0.1125,1.842,762.012,5.763,131.29
100170202,123.826257,50.99947698,1488.27,15.39,-21.06,108.97,350.12,12.04,0.7425,0.1525,0.0025,0,0.1025,1.908,760.677,5.822,133.463
100170203,124.1027072,50.97376578,1504.04,15.89,-20.93,107.51,344.01,13.14,0.575,0.1025,0.0425,0,0.28,1.883,795.274,5.814,127.638
100170204,124.3789374,50.94755332,1518.86,16.16,-21.04,106.99,341.96,13.7,0.4875,0.22,0.045,0,0.2475,1.959,814.412,5.829,120.328
100170205,124.6549436,50.92084043,1537.61,16.39,-21.28,106.57,338.9,13.71,0.3625,0.22,0.0575,0,0.36,2.03,819.738,5.796,113.694
100170206,124.9307218,50.89362794,1526.04,16.31,-21.01,105.02,342.59,14.78,0.275,0.1025,0.0475,0,0.575,1.868,830.388,5.776,113.614
100170207,125.206268,50.86591672,1582.62,16.83,-21.94,105.1,333.96,15.35,0.3675,0.1625,0.17,0,0.3,1.818,886.24,5.885,99.472
100170208,125.4815783,50.83770764,1609.44,17.03,-22.41,104.69,332.21,15.56,0.2675,0.1675,0.34,0,0.225,1.795,906.991,5.918,98.7
100170209,125.7566429,50.80901438,1628.38,17.26,-22.66,103.53,330.83,15.71,0.33,0.07,0.3325,0,0.2675,1.813,893.258,5.861,102.7
100170210,126.0314697,50.77981409,1605.79,17.09,-22.24,103,334.28,15.38,0.285,0.2625,0.1625,0,0.29,1.712,842.155,5.771,109.051
100170211,126.306059,50.75012123,1609.1,16.99,-22.43,102.18,339.11,15.55,0.18,0.3875,0.1975,0,0.235,1.719,852.869,5.802,108.595
100170212,126.5803822,50.71991066,1582.57,17.11,-21.65,101.25,340.39,16.81,0.1275,0.3025,0.3275,0,0.2425,1.688,839.625,5.775,90.048
100170213,126.8544545,50.68922584,1596.51,17.48,-21.62,100.75,338.09,17.03,0.285,0.135,0.43,0,0.15,1.732,863.561,5.873,109.648
100170214,127.127835,50.65788415,1599.95,17.98,-21.24,99.09,335.43,18.17,0.25,0.145,0.43,0,0.175,1.706,877.209,5.965,91.043
100180188,119.9079805,51.12301221,1640.03,15.7,-24.56,112.54,304.36,11.74,0.3206,0.1247,0.2392,0,0.3053,1.915,893.807,6.215,94.285
100180189,120.1855152,51.10509329,1548.85,14.37,-23.7,111.66,319.62,12.22,0.5025,0.14,0.1,0,0.2575,1.897,792.082,5.83,118.737
100180190,120.4636786,51.08604023,1557.04,14.13,-24.19,111.74,324,12.47,0.69,0.13,0.04,0,0.14,2.025,774.437,5.773,118.522
100180191,120.7416739,51.06648163,1509.48,13.58,-23.54,112.54,335.44,11.29,0.7425,0.165,0.0075,0,0.085,1.847,730.501,5.613,135.523
100180192,121.0195067,51.04642984,1535.02,13.6,-24.14,112.4,338.71,11.93,0.74,0.195,0.0175,0,0.0475,1.933,763.646,5.654,129.581
100180193,121.2971658,51.0258383,1529.59,13.46,-24.13,112.7,345.62,11.68,0.8125,0.165,0,0,0.0225,1.841,744.52,5.545,136.662
100180194,121.5746452,51.00475616,1557.24,13.77,-24.47,112.53,347.01,11.61,0.8,0.1075,0.03,0,0.0625,2.003,781.91,5.685,131.214
100180195,121.8519416,50.98317679,1597.22,14.15,-25.06,111.78,344.54,11.88,0.655,0.165,0.04,0,0.14,2.055,801.851,5.806,119.445
100180196,122.1290547,50.96108683,1556.06,13.85,-24.32,111.54,352.23,11.64,0.68,0.1775,0.0175,0,0.125,1.881,762.733,5.704,130.929
100180197,122.4059746,50.93848583,1548.94,13.73,-24.29,111.19,358.97,11.93,0.8,0.1325,0.0125,0,0.055,1.871,721.746,5.524,135.212
100180198,122.6826999,50.91537253,1463.57,14.08,-21.76,111.52,359.44,11.3,0.6425,0.2225,0.0025,0,0.1325,1.828,714.789,5.695,151.393
100180199,122.9592364,50.89176567,1518.07,15.11,-22.13,111.37,346.46,11.6,0.4175,0.385,0,0,0.1975,1.867,797.395,5.845,127.591
100180200,123.2355647,50.86765669,1466.87,14.85,-21.09,110.96,357.33,11.55,0.6425,0.235,0,0,0.1225,1.811,755.19,5.845,146.656
100180201,123.511687,50.84304583,1505.62,15.66,-21.28,110.35,346.26,11.71,0.475,0.325,0.0025,0,0.1975,1.967,820.155,5.91,119.421
100180202,123.787599,50.81793387,1488.48,15.64,-20.86,109.57,348.98,11.76,0.49,0.325,0,0,0.185,1.999,796.099,5.876,126.854
100180203,124.0632969,50.79232162,1476.51,15.64,-20.49,108.43,352.72,12.69,0.5375,0.2125,0.0175,0,0.2325,1.961,778.029,5.86,127.379
100180204,124.3387765,50.76620988,1548.91,16.51,-21.48,107.97,339.26,13.65,0.3825,0.4425,0.015,0,0.1575,1.995,862.957,5.93,103.736
100180205,124.614034,50.73959947,1553.53,16.7,-21.38,107.17,336.39,13.92,0.345,0.44,0.045,0,0.17,2.021,873.396,5.942,100.727
100180206,124.8890654,50.71249123,1535.84,16.68,-20.92,106.25,340.52,14.91,0.27,0.28,0.115,0,0.3325,1.903,871.352,5.852,103.557
100180207,125.1638667,50.684886,1602.35,17.08,-22.17,106.27,332.86,15.14,0.2575,0.0775,0.5025,0,0.1625,1.856,916.253,5.95,86.362
100180208,125.4384341,50.65678465,1597.97,17.1,-22.04,105.58,334.47,15.11,0.245,0.09,0.455,0,0.2075,1.756,901.383,5.851,93.819
100180209,125.7127691,50.6282121,1632.27,17.31,-22.7,104.45,331.74,15.06,0.17,0.12,0.475,0,0.235,1.852,908.007,5.935,88.298
100180210,125.9868513,50.59909706,1638.53,17.28,-22.86,103.72,336.01,15.18,0.18,0.2,0.4475,0,0.1725,1.688,879.9,5.953,97.461
100180211,126.2606971,50.56952466,1581.14,16.86,-21.84,102.03,345.73,16.45,0.2175,0.33,0.25,0,0.2025,1.608,851.301,5.758,105.394
100180212,126.5342861,50.53943563,1569.41,17.16,-21.26,101.12,344.1,17.37,0.3225,0.2625,0.115,0,0.3,1.732,876.747,5.8,97.094
100180213,126.8076256,50.508867,1595.96,17.65,-21.47,100.19,340.09,17.59,0.345,0.215,0.1325,0,0.3025,1.747,863.057,5.868,103.094
100180214,127.080708,50.47780767,1588.76,18.02,-20.93,99.23,339.23,18.41,0.1975,0.205,0.2825,0,0.3125,1.708,876.517,5.916,96.13
100190187,119.6532287,50.93865403,1662.57,16.27,-24.53,114.04,291.08,11,0.1535,0.1209,0.4791,0,0.2233,1.872,947.204,6.585,84.186
100190188,119.8793957,50.94109358,1582.07,14.76,-24.12,112.38,307.65,12.38,0.2,0.3275,0.1925,0,0.28,1.975,829.807,6.014,112.455
100190189,120.1569496,50.92262731,1564.43,14.48,-24.03,113.28,316.34,11.92,0.505,0.15,0.1075,0,0.2375,1.991,806.665,5.892,114.943
100190190,120.4343447,50.90366393,1596.23,14.64,-24.67,113.23,315.31,11.88,0.535,0.2175,0.055,0,0.1925,2.039,836.732,5.974,109.303
100190191,120.7115765,50.88416481,1562.46,14.22,-24.24,113.48,324.21,11.62,0.615,0.155,0.03,0,0.2,2.021,790.786,5.866,118.756
100190192,120.9886404,50.86417497,1544.87,14.09,-23.9,113.89,331.19,10.82,0.715,0.135,0.05,0,0.1,1.938,784.463,5.843,122.096
100190193,121.2655326,50.8436794,1538.64,14.04,-23.78,114.04,336.26,10.56,0.605,0.2875,0.01,0,0.0975,1.912,794.016,5.805,127.344
100190194,121.542249,50.82267875,1601.35,14.41,-24.91,112.77,335.91,11.98,0.505,0.2875,0.0875,0.0125,0.1075,1.907,836.984,5.879,114.397
100190195,121.8187913,50.80118494,1537.55,13.89,-23.82,112.49,348.45,11.11,0.73,0.2075,0.015,0,0.0475,1.713,766.183,5.679,133.081
100190196,122.095139,50.77918443,1533.78,13.74,-23.89,112.03,354.98,11.84,0.575,0.345,0.0125,0,0.0675,1.807,757.99,5.645,141.023
100190197,122.3713014,50.75665638,1477.38,13.73,-22.46,112.19,362.41,11.54,0.5,0.3125,0.0025,0,0.185,1.693,717.638,5.588,147.9
100190198,122.6472729,50.73363902,1459.04,14.49,-21.28,112.98,355.84,10.71,0.45,0.3925,0.0075,0,0.15,1.807,766.816,5.802,137.777
100190199,122.9230481,50.71012334,1483.21,15.14,-21.26,112.64,349.85,11.33,0.385,0.4875,0.005,0,0.1225,1.86,801.401,5.904,129.584
100190200,123.1986229,50.68610682,1508.82,15.56,-21.47,111.88,348.99,11.66,0.39,0.3075,0.0925,0.0475,0.1625,1.846,815.124,5.902,121.694
100190201,123.4739933,50.66159023,1457.27,15.44,-20.27,111.41,354.36,11.7,0.44,0.46,0.005,0,0.095,1.858,806.808,5.916,138.474
100190202,123.7491552,50.63657432,1508.96,16.29,-20.77,111.05,342.74,11.78,0.2525,0.5325,0.1125,0.0075,0.095,1.972,873.401,6.046,103.023
100190203,124.0241047,50.61105989,1490.52,16.12,-20.45,109.94,347.7,12.48,0.4875,0.2675,0.0825,0,0.1625,1.956,840.999,5.967,112.152
100190204,124.2988379,50.58504773,1530.53,16.54,-20.99,108.25,342.72,13.71,0.3775,0.435,0.1125,0,0.075,2.023,873.843,5.983,98.841
100190205,124.5733506,50.55853865,1542.78,16.85,-20.95,107.65,339.69,13.91,0.31,0.5325,0.08,0,0.075,1.9,886.101,6.023,93.914
100190206,124.8476392,50.53153347,1596.09,17.17,-21.96,107.9,336.66,14.18,0.2475,0.1925,0.375,0,0.18,1.847,921.598,6.041,82.567
100190207,125.1216995,50.50403304,1591.08,17.21,-21.76,107.4,338.02,14.61,0.2675,0.0675,0.545,0,0.1175,1.708,913.115,6.003,80.161
100190208,125.3955232,50.47603921,1625.65,17.39,-22.45,106.42,334.19,14.81,0.155,0.115,0.5225,0,0.2075,1.772,921.67,5.996,79.628
100190209,125.6691226,50.44756268,1641.3,17.46,-22.78,105.49,334.22,14.79,0.14,0.1275,0.4575,0,0.2725,1.757,870.598,6.012,89.63
100190210,125.9424743,50.4185827,1600.92,16.97,-22.23,104.69,342.85,14.93,0.0325,0.3375,0.47,0,0.16,1.691,823.121,5.883,112.566
100190211,126.215577,50.38910434,1565.62,16.72,-21.61,102.75,349.05,16.7,0.15,0.11,0.5475,0,0.1925,1.724,833.209,5.744,116.644
100190212,126.4884433,50.35913211,1574.6,17.39,-21.19,101.53,344.4,17.44,0.325,0.1475,0.22,0,0.3075,1.863,876.809,5.897,100.845
100190213,126.7610537,50.32867838,1544.26,17.45,-20.39,99.67,346.3,18.28,0.23,0.355,0.035,0,0.38,1.699,832.7,5.774,113.7
100190214,127.0334092,50.2977356,1574.7,18.01,-20.61,98.82,341.79,19.07,0.175,0.3025,0.2075,0,0.315,1.618,888.535,5.864,93.578
100190215,127.2877766,50.25698753,1577.65,18.38,-20.35,97.69,339.7,20.15,0.1882,0.3,0.3118,0,0.1882,1.604,922.054,5.995,97.428
100200187,119.5986844,50.77246976,1649.01,16.09,-24.42,114.74,289.31,10.58,0.0284,0.2208,0.7035,0,0.0473,1.982,950.569,6.538,87.452
100200188,119.8517544,50.75874837,1656.34,15.66,-25,114.35,299.63,11.27,0.065,0.1875,0.55,0,0.1975,1.991,935.159,6.346,90.1
100200189,120.1285427,50.74035077,1622.82,15.18,-24.67,113.68,307.19,11.5,0.2425,0.195,0.265,0,0.2975,1.98,869.523,6.117,96.671
100200190,120.405175,50.72147227,1634.94,15.15,-24.97,114.01,309.52,11.42,0.2575,0.1575,0.3225,0,0.26,1.943,911.996,6.188,96.95
100200191,120.6816415,50.70203897,1577.23,14.55,-24.24,114.08,317.96,11.63,0.42,0.13,0.11,0,0.3325,1.91,825.542,5.953,110.284
100200192,120.9579436,50.682126,1562.66,14.45,-23.98,114.21,324.75,11.73,0.515,0.2925,0.025,0,0.1675,1.908,812.538,5.873,116.317
100200193,121.2340724,50.66172301,1587.38,14.56,-24.44,114.12,326.81,11.51,0.3575,0.365,0.0775,0,0.2,1.796,844.035,5.965,119.728
100200194,121.5100291,50.64078876,1564.7,14.38,-24.04,113.86,336.3,11.14,0.45,0.3525,0.09,0,0.105,1.75,787.64,5.838,117.16
100200195,121.7858098,50.61936962,1527.97,14.03,-23.45,113.5,347.9,11.21,0.5525,0.3125,0.04,0.01,0.085,1.729,743.022,5.707,138.79
100200196,122.0614068,50.59744832,1516.29,13.77,-23.43,113.56,357.35,11.47,0.5875,0.305,0.015,0,0.0925,1.788,753.399,5.626,144.994
100200197,122.3368174,50.57502534,1480.49,14.27,-22.03,114.19,356,10.58,0.45,0.3875,0.0075,0,0.155,1.718,742.308,5.726,134.802
100200198,122.6120361,50.55208982,1463.95,14.57,-21.33,113.89,356.91,10.39,0.41,0.465,0.0125,0,0.1125,1.698,746.037,5.785,140.485
100200199,122.8870602,50.52866377,1458.49,14.96,-20.79,113.63,355.9,10.78,0.55,0.3475,0,0,0.1025,1.821,765.753,5.865,141.21
100200200,123.1618855,50.50473868,1489.04,15.51,-21.03,112.84,352.86,11.32,0.4925,0.37,0,0,0.1375,1.809,801.488,5.898,123.953
100200201,123.436508,50.48031529,1467.73,15.78,-20.21,112.4,352,11.5,0.495,0.425,0,0,0.08,1.821,820.168,5.918,129.873
